,Unnamed: 0,Codigo,Disciplina,Turma,Vagas Ofe,Dia,Horario,Docente,Inicio,Fim
6206,6611,FOF104,DENTISTICA II,010100,6,QUI,07:00 às 07:55,Andrea Araujo de Nobrega Cavalcanti,07:00,07:55
6207,6612,FOF104,DENTISTICA II,010200,8,QUI,07:00 às 07:55,Rebeca Barroso Bezerra,07:00,07:55
6208,6613,FOF104,DENTISTICA II,010200,8,QUI,07:00 às 07:55,Thaiane Rodrigues Aguiar Barretto,07:00,07:55
6209,6614,FOF104,DENTISTICA II,010200,8,QUI,07:00 às 07:55,Marcelo Filadelfo Silva,07:00,07:55
6210,6615,FOF104,DENTISTICA II,010200,8,QUI,07:00 às 07:55,Andrea Araujo de Nobrega Cavalcanti,07:00,07:55
6211,6616,FOF104,DENTISTICA II,010200,8,QUI,07:55 às 11:35,Paula Mathias de Morais Canedo,07:55,11:35
6212,6617,FOF104,DENTISTICA II,010300,8,QUI,07:00 às 07:55,Rebeca Barroso Bezerra,07:00,07:55
6213,6618,FOF104,DENTISTICA II,010300,8,QUI,07:00 às 07:55,Thaiane Rodrigues Aguiar Barretto,07:00,07:55
6214,6619,FOF104,DENTISTICA II,010300,8,QUI,07:00 às 07:55,Marcelo Filadelfo Silva,07:00,07:55
6215,6620,FOF104,DENTISTICA II,010300,8,QUI,07:00 às 07:55,Andrea Araujo de Nobrega Cavalcanti,07:00,07:55
6216,6622,FOF104,DENTISTICA II,010400,8,QUI,07:00 às 07:55,Rebeca Barroso Bezerra,07:00,07:55
6217,6623,FOF104,DENTISTICA II,010400,8,QUI,07:00 às 07:55,Thaiane Rodrigues Aguiar Barretto,07:00,07:55
6218,6624,FOF104,DENTISTICA II,010400,8,QUI,07:00 às 07:55,Marcelo Filadelfo Silva,07:00,07:55
6219,6625,FOF104,DENTISTICA II,010400,8,QUI,07:00 às 07:55,Andrea Araujo de Nobrega Cavalcanti,07:00,07:55
6220,6626,FOF104,DENTISTICA II,010400,8,QUI,07:55 às 11:35,Thaiane Rodrigues Aguiar Barretto,07:55,11:35
6221,6627,FOF104,DENTISTICA II,010500,6,QUI,07:00 às 07:55,Rebeca Barroso Bezerra,07:00,07:55
6222,6628,FOF104,DENTISTICA II,010500,6,QUI,07:00 às 07:55,Thaiane Rodrigues Aguiar Barretto,07:00,07:55
6223,6629,FOF104,DENTISTICA II,010500,6,QUI,07:00 às 07:55,Marcelo Filadelfo Silva,07:00,07:55
6224,6630,FOF104,DENTISTICA II,010500,6,QUI,07:00 às 07:55,Andrea Araujo de Nobrega Cavalcanti,07:00,07:55
6225,6631,FOF104,DENTISTICA II,010500,6,QUI,07:55 às 11:35,Rebeca Barroso Bezerra,07:55,11:35
6226,6632,FOF104,DENTISTICA II,010600,8,QUI,07:00 às 07:55,Rebeca Barroso Bezerra,07:00,07:55
6227,6633,FOF104,DENTISTICA II,010600,8,QUI,07:00 às 07:55,Thaiane Rodrigues Aguiar Barretto,07:00,07:55
6228,6634,FOF104,DENTISTICA II,010600,8,QUI,07:00 às 07:55,Marcelo Filadelfo Silva,07:00,07:55
6229,6635,FOF104,DENTISTICA II,010600,8,QUI,07:00 às 07:55,Andrea Araujo de Nobrega Cavalcanti,07:00,07:55
6230,6636,FOF104,DENTISTICA II,010600,8,QUI,07:55 às 11:35,Marcelo Filadelfo Silva,07:55,11:35
6231,6637,FOF104,DENTISTICA II,010700,6,QUI,07:00 às 07:55,Rebeca Barroso Bezerra,07:00,07:55
6232,6638,FOF104,DENTISTICA II,010700,6,QUI,07:00 às 07:55,Thaiane Rodrigues Aguiar Barretto,07:00,07:55
6233,6639,FOF104,DENTISTICA II,010700,6,QUI,07:00 às 07:55,Marcelo Filadelfo Silva,07:00,07:55
6234,6640,FOF104,DENTISTICA II,010700,6,QUI,07:00 às 07:55,Andrea Araujo de Nobrega Cavalcanti,07:00,07:55
6235,6641,FOF104,DENTISTICA II,010700,6,QUI,13:00 às 16:40,Thaiane Rodrigues Aguiar Barretto,13:00,16:40
6236,6642,FOF104,DENTISTICA II,010800,6,QUI,07:00 às 07:55,Rebeca Barroso Bezerra,07:00,07:55
6237,6643,FOF104,DENTISTICA II,010800,6,QUI,07:00 às 07:55,Thaiane Rodrigues Aguiar Barretto,07:00,07:55
6238,6644,FOF104,DENTISTICA II,010800,6,QUI,07:00 às 07:55,Marcelo Filadelfo Silva,07:00,07:55
6239,6645,FOF104,DENTISTICA II,010800,6,QUI,07:00 às 07:55,Andrea Araujo de Nobrega Cavalcanti,07:00,07:55
6240,6646,FOF104,DENTISTICA II,010800,6,QUI,13:00 às 16:40,Marcelo Filadelfo Silva,13:00,16:40
6241,6647,FOF104,DENTISTICA II,010900,6,QUI,07:00 às 07:55,Rebeca Barroso Bezerra,07:00,07:55
6242,6648,FOF104,DENTISTICA II,010900,6,QUI,07:00 às 07:55,Thaiane Rodrigues Aguiar Barretto,07:00,07:55
6243,6649,FOF104,DENTISTICA II,010900,6,QUI,07:00 às 07:55,Marcelo Filadelfo Silva,07:00,07:55
6244,6650,FOF104,DENTISTICA II,010900,6,QUI,07:00 às 07:55,Andrea Araujo de Nobrega Cavalcanti,07:00,07:55
6245,6651,FOF104,DENTISTICA II,010900,6,QUI,13:00 às 16:40,Andrea Araujo de Nobrega Cavalcanti,13:00,16:40
6246,6652,FOF104,DENTISTICA II,011000,6,QUI,07:00 às 07:55,Rebeca Barroso Bezerra,07:00,07:55
6247,6653,FOF104,DENTISTICA II,011000,6,QUI,07:00 às 07:55,Thaiane Rodrigues Aguiar Barretto,07:00,07:55
6248,6654,FOF104,DENTISTICA II,011000,6,QUI,07:00 às 07:55,Marcelo Filadelfo Silva,07:00,07:55
6249,6655,FOF104,DENTISTICA II,011000,6,QUI,07:00 às 07:55,Andrea Araujo de Nobrega Cavalcanti,07:00,07:55
6250,6656,FOF104,DENTISTICA II,011000,6,QUI,13:00 às 16:40,Leonardo Goncalves Cunha,13:00,16:40
6251,6657,FOF140,ODONTOPEDIATRIA,010100,5,TER,07:00 às 08:50,Alessandra Castro Alves,07:00,08:50
6252,6659,FOF140,ODONTOPEDIATRIA,010200,5,TER,07:00 às 08:50,Alessandra Castro Alves,07:00,08:50
6253,6660,FOF140,ODONTOPEDIATRIA,010200,5,TER,08:50 às 12:30,Paloma Dias da Silva Telles,08:50,12:30
6254,6661,FOF140,ODONTOPEDIATRIA,010300,5,TER,07:00 às 08:50,Alessandra Castro Alves,07:00,08:50
6255,6662,FOF140,ODONTOPEDIATRIA,010300,5,TER,08:50 às 12:30,Emanuel Braga Rego,08:50,12:30
6256,6663,FOF140,ODONTOPEDIATRIA,010400,5,TER,07:00 às 08:50,Alessandra Castro Alves,07:00,08:50
6257,6664,FOF140,ODONTOPEDIATRIA,010400,5,TER,08:50 às 12:30,Ana Carla Robatto Nunes,08:50,12:30
6258,6665,FOF140,ODONTOPEDIATRIA,010500,6,TER,07:00 às 08:50,Alessandra Castro Alves,07:00,08:50
6259,6666,FOF140,ODONTOPEDIATRIA,010500,6,TER,13:55 às 17:35,Alessandra Castro Alves,13:55,17:35
6260,6667,FOF140,ODONTOPEDIATRIA,010600,6,TER,07:00 às 08:50,Alessandra Castro Alves,07:00,08:50
6261,6668,FOF140,ODONTOPEDIATRIA,010600,6,TER,13:55 às 17:35,Paloma Dias da Silva Telles,13:55,17:35
6262,6669,FOF140,ODONTOPEDIATRIA,010700,5,TER,07:00 às 08:50,Alessandra Castro Alves,07:00,08:50
6263,6670,FOF140,ODONTOPEDIATRIA,010700,5,TER,13:55 às 17:35,Ana Carla Robatto Nunes,13:55,17:35
6264,6671,FOF140,ODONTOPEDIATRIA,010800,5,TER,07:00 às 08:50,Alessandra Castro Alves,07:00,08:50
6265,6672,FOF140,ODONTOPEDIATRIA,010800,5,TER,13:55 às 17:35,Raiza Dias de Freitas,13:55,17:35
6266,6673,FOF141,ORTODONTIA,010100,10,TER,08:50 às 10:40,Fernando Antonio Lima Habib,08:50,10:40
6267,6675,FOF141,ORTODONTIA,010100,10,TER,16:40 às 18:30,Fernando Antonio Lima Habib,16:40,18:30
6268,6676,FOF141,ORTODONTIA,010200,10,TER,08:50 às 10:40,Marcos Alan Vieira Bittencourt,08:50,10:40
6269,6678,FOF141,ORTODONTIA,010200,10,TER,16:40 às 18:30,Fernando Antonio Lima Habib,16:40,18:30
6270,6679,FOF141,ORTODONTIA,010300,10,TER,08:50 às 10:40,Andre Wilson Lima Machado,08:50,10:40
6271,6681,FOF141,ORTODONTIA,010300,10,TER,16:40 às 18:30,Fernando Antonio Lima Habib,16:40,18:30
6272,6682,FOF141,ORTODONTIA,010400,8,TER,13:00 às 14:50,Fernando Antonio Lima Habib,13:00,14:50
6273,6685,FOF141,ORTODONTIA,010500,8,TER,13:00 às 14:50,Marcos Alan Vieira Bittencourt,13:00,14:50
6274,6687,FOF141,ORTODONTIA,010500,8,TER,16:40 às 18:30,Fernando Antonio Lima Habib,16:40,18:30
6275,6688,FOF141,ORTODONTIA,010600,8,TER,13:00 às 14:50,Andre Wilson Lima Machado,13:00,14:50
6276,6690,FOF141,ORTODONTIA,010600,8,TER,16:40 às 18:30,Fernando Antonio Lima Habib,16:40,18:30
6277,6691,FOF141,ORTODONTIA,010700,8,TER,13:00 às 14:50,Emanuel Braga Rego,13:00,14:50
6278,6693,FOF141,ORTODONTIA,010700,8,TER,16:40 às 18:30,Fernando Antonio Lima Habib,16:40,18:30
6279,6694,FOF142,FARMACOTERAPIA ODONTOLOGICA,010000,15,SEG,13:55 às 16:40,Rosangela Goes Rabelo,13:55,16:40
6280,6695,FOF142,FARMACOTERAPIA ODONTOLOGICA,020000,15,SEG,13:55 às 16:40,Sandra Maria Ferraz Mello,13:55,16:40
6281,6696,FOF142,FARMACOTERAPIA ODONTOLOGICA,030000,15,QUA,08:50 às 11:35,Rosangela Goes Rabelo,08:50,11:35
6282,6697,FOF142,FARMACOTERAPIA ODONTOLOGICA,040000,15,QUA,08:50 às 11:35,Sandra Maria Ferraz Mello,08:50,11:35
6283,6698,FOF147,MATERIAIS ODONTOLOGICOS,010100,12,QUA,08:50 às 12:30,Andrea Araujo de Nobrega Cavalcanti,08:50,12:30
6284,6699,FOF147,MATERIAIS ODONTOLOGICOS,010100,12,QUA,13:00 às 14:50,Leonardo Goncalves Cunha,13:00,14:50
6285,6700,FOF147,MATERIAIS ODONTOLOGICOS,010100,12,QUA,13:00 às 14:50,Marcelo Filadelfo Silva,13:00,14:50
6286,6701,FOF147,MATERIAIS ODONTOLOGICOS,010100,12,QUA,13:00 às 14:50,Andrea Araujo de Nobrega Cavalcanti,13:00,14:50
6287,6702,FOF147,MATERIAIS ODONTOLOGICOS,010200,12,QUA,08:50 às 12:30,Marcelo Filadelfo Silva,08:50,12:30
6288,6703,FOF147,MATERIAIS ODONTOLOGICOS,010200,12,QUA,13:00 às 14:50,Leonardo Goncalves Cunha,13:00,14:50
6289,6704,FOF147,MATERIAIS ODONTOLOGICOS,010200,12,QUA,13:00 às 14:50,Marcelo Filadelfo Silva,13:00,14:50
6290,6705,FOF147,MATERIAIS ODONTOLOGICOS,010200,12,QUA,13:00 às 14:50,Andrea Araujo de Nobrega Cavalcanti,13:00,14:50
6291,6706,FOF147,MATERIAIS ODONTOLOGICOS,010300,10,QUA,13:00 às 14:50,Leonardo Goncalves Cunha,13:00,14:50
6292,6707,FOF147,MATERIAIS ODONTOLOGICOS,010300,10,QUA,13:00 às 14:50,Marcelo Filadelfo Silva,13:00,14:50
6293,6708,FOF147,MATERIAIS ODONTOLOGICOS,010300,10,QUA,13:00 às 14:50,Andrea Araujo de Nobrega Cavalcanti,13:00,14:50
6294,6711,FOF147,MATERIAIS ODONTOLOGICOS,010400,10,QUA,13:00 às 14:50,Leonardo Goncalves Cunha,13:00,14:50
6295,6712,FOF147,MATERIAIS ODONTOLOGICOS,010400,10,QUA,13:00 às 14:50,Marcelo Filadelfo Silva,13:00,14:50
6296,6713,FOF147,MATERIAIS ODONTOLOGICOS,010400,10,QUA,13:00 às 14:50,Andrea Araujo de Nobrega Cavalcanti,13:00,14:50
6297,6714,FOF147,MATERIAIS ODONTOLOGICOS,010400,10,QUA,14:50 às 16:40,Leonardo Goncalves Cunha,14:50,16:40
6298,6716,FOF147,MATERIAIS ODONTOLOGICOS,010500,10,QUA,13:00 às 14:50,Leonardo Goncalves Cunha,13:00,14:50
6299,6717,FOF147,MATERIAIS ODONTOLOGICOS,010500,10,QUA,13:00 às 14:50,Marcelo Filadelfo Silva,13:00,14:50
6300,6718,FOF147,MATERIAIS ODONTOLOGICOS,010500,10,QUA,13:00 às 14:50,Andrea Araujo de Nobrega Cavalcanti,13:00,14:50
6301,6719,FOF147,MATERIAIS ODONTOLOGICOS,010500,10,QUA,14:50 às 16:40,Marcelo Filadelfo Silva,14:50,16:40
6302,6721,FOF149,ESCULTURA DENTAL,010100,10,QUI,08:50 às 12:30,Getulio Batista de Oliveira,08:50,12:30
6303,6722,FOF149,ESCULTURA DENTAL,010100,10,QUI,13:55 às 14:50,Samilly Evangelista Souza Rabelo,13:55,14:50
6304,6723,FOF149,ESCULTURA DENTAL,010100,10,QUI,13:55 às 14:50,Luciana Valadares Oliveira,13:55,14:50
6305,6724,FOF149,ESCULTURA DENTAL,010100,10,QUI,13:55 às 14:50,Mariana de Almeida Basilio,13:55,14:50
6306,6725,FOF149,ESCULTURA DENTAL,010200,10,QUI,08:50 às 12:30,Mariana de Almeida Basilio,08:50,12:30
6307,6726,FOF149,ESCULTURA DENTAL,010200,10,QUI,13:55 às 14:50,Samilly Evangelista Souza Rabelo,13:55,14:50
6308,6727,FOF149,ESCULTURA DENTAL,010200,10,QUI,13:55 às 14:50,Luciana Valadares Oliveira,13:55,14:50
6309,6728,FOF149,ESCULTURA DENTAL,010200,10,QUI,13:55 às 14:50,Mariana de Almeida Basilio,13:55,14:50
6310,6729,FOF149,ESCULTURA DENTAL,010300,10,QUI,08:50 às 12:30,Samilly Evangelista Souza Rabelo,08:50,12:30
6311,6730,FOF149,ESCULTURA DENTAL,010300,10,QUI,13:55 às 14:50,Samilly Evangelista Souza Rabelo,13:55,14:50
6312,6731,FOF149,ESCULTURA DENTAL,010300,10,QUI,13:55 às 14:50,Luciana Valadares Oliveira,13:55,14:50
6313,6732,FOF149,ESCULTURA DENTAL,010300,10,QUI,13:55 às 14:50,Mariana de Almeida Basilio,13:55,14:50
6314,6733,FOF149,ESCULTURA DENTAL,010400,10,QUI,13:55 às 14:50,Samilly Evangelista Souza Rabelo,13:55,14:50
6315,6734,FOF149,ESCULTURA DENTAL,010400,10,QUI,13:55 às 14:50,Luciana Valadares Oliveira,13:55,14:50
6316,6735,FOF149,ESCULTURA DENTAL,010400,10,QUI,13:55 às 14:50,Mariana de Almeida Basilio,13:55,14:50
6317,6736,FOF149,ESCULTURA DENTAL,010400,10,QUI,14:50 às 18:30,Luciana Valadares Oliveira,14:50,18:30
6318,6737,FOF149,ESCULTURA DENTAL,010500,10,QUI,13:55 às 14:50,Samilly Evangelista Souza Rabelo,13:55,14:50
6319,6738,FOF149,ESCULTURA DENTAL,010500,10,QUI,13:55 às 14:50,Luciana Valadares Oliveira,13:55,14:50
6320,6739,FOF149,ESCULTURA DENTAL,010500,10,QUI,13:55 às 14:50,Mariana de Almeida Basilio,13:55,14:50
6321,6741,FOF149,ESCULTURA DENTAL,010600,10,QUI,13:55 às 14:50,Samilly Evangelista Souza Rabelo,13:55,14:50
6322,6742,FOF149,ESCULTURA DENTAL,010600,10,QUI,13:55 às 14:50,Luciana Valadares Oliveira,13:55,14:50
6323,6743,FOF149,ESCULTURA DENTAL,010600,10,QUI,13:55 às 14:50,Mariana de Almeida Basilio,13:55,14:50
6324,6744,FOF149,ESCULTURA DENTAL,010600,10,QUI,14:50 às 18:30,Samilly Evangelista Souza Rabelo,14:50,18:30
6325,6745,FOF155,PROTESE TOTAL,010100,6,QUA,07:55 às 11:35,Viviane Maia Barreto de Oliveira,07:55,11:35
6326,6746,FOF155,PROTESE TOTAL,010100,6,QUA,16:40 às 18:30,Viviane Maia Barreto de Oliveira,16:40,18:30
6327,6747,FOF155,PROTESE TOTAL,010100,6,QUA,16:40 às 18:30,Samilly Evangelista Souza Rabelo,16:40,18:30
6328,6748,FOF155,PROTESE TOTAL,010100,6,QUA,16:40 às 18:30,Emilena Maria Xisto Lima Victal,16:40,18:30
6329,6749,FOF155,PROTESE TOTAL,010100,6,QUA,16:40 às 18:30,Anderson Pinheiro de Freitas,16:40,18:30
6330,6750,FOF155,PROTESE TOTAL,010100,6,QUA,16:40 às 18:30,Guilherme Andrade Meyer,16:40,18:30
6331,6751,FOF155,PROTESE TOTAL,010100,6,QUA,16:40 às 18:30,Andrea Fabiana de Lira,16:40,18:30
6332,6752,FOF155,PROTESE TOTAL,010200,6,QUA,07:55 às 11:35,Anderson Pinheiro de Freitas,07:55,11:35
6333,6753,FOF155,PROTESE TOTAL,010200,6,QUA,16:40 às 18:30,Viviane Maia Barreto de Oliveira,16:40,18:30
6334,6754,FOF155,PROTESE TOTAL,010200,6,QUA,16:40 às 18:30,Samilly Evangelista Souza Rabelo,16:40,18:30
6335,6755,FOF155,PROTESE TOTAL,010200,6,QUA,16:40 às 18:30,Emilena Maria Xisto Lima Victal,16:40,18:30
6336,6756,FOF155,PROTESE TOTAL,010200,6,QUA,16:40 às 18:30,Anderson Pinheiro de Freitas,16:40,18:30
6337,6757,FOF155,PROTESE TOTAL,010200,6,QUA,16:40 às 18:30,Guilherme Andrade Meyer,16:40,18:30
6338,6758,FOF155,PROTESE TOTAL,010200,6,QUA,16:40 às 18:30,Andrea Fabiana de Lira,16:40,18:30
6339,6759,FOF155,PROTESE TOTAL,010300,6,QUA,07:55 às 11:35,Andrea Fabiana de Lira,07:55,11:35
6340,6760,FOF155,PROTESE TOTAL,010300,6,QUA,16:40 às 18:30,Viviane Maia Barreto de Oliveira,16:40,18:30
6341,6761,FOF155,PROTESE TOTAL,010300,6,QUA,16:40 às 18:30,Samilly Evangelista Souza Rabelo,16:40,18:30
6342,6762,FOF155,PROTESE TOTAL,010300,6,QUA,16:40 às 18:30,Emilena Maria Xisto Lima Victal,16:40,18:30
6343,6763,FOF155,PROTESE TOTAL,010300,6,QUA,16:40 às 18:30,Anderson Pinheiro de Freitas,16:40,18:30
6344,6764,FOF155,PROTESE TOTAL,010300,6,QUA,16:40 às 18:30,Guilherme Andrade Meyer,16:40,18:30
6345,6765,FOF155,PROTESE TOTAL,010300,6,QUA,16:40 às 18:30,Andrea Fabiana de Lira,16:40,18:30
6346,6766,FOF155,PROTESE TOTAL,010400,6,QUA,07:55 às 11:35,Samilly Evangelista Souza Rabelo,07:55,11:35
6347,6767,FOF155,PROTESE TOTAL,010400,6,QUA,16:40 às 18:30,Viviane Maia Barreto de Oliveira,16:40,18:30
6348,6768,FOF155,PROTESE TOTAL,010400,6,QUA,16:40 às 18:30,Samilly Evangelista Souza Rabelo,16:40,18:30
6349,6769,FOF155,PROTESE TOTAL,010400,6,QUA,16:40 às 18:30,Emilena Maria Xisto Lima Victal,16:40,18:30
6350,6770,FOF155,PROTESE TOTAL,010400,6,QUA,16:40 às 18:30,Anderson Pinheiro de Freitas,16:40,18:30
6351,6771,FOF155,PROTESE TOTAL,010400,6,QUA,16:40 às 18:30,Guilherme Andrade Meyer,16:40,18:30
6352,6772,FOF155,PROTESE TOTAL,010400,6,QUA,16:40 às 18:30,Andrea Fabiana de Lira,16:40,18:30
6353,6773,FOF155,PROTESE TOTAL,010500,6,QUA,07:55 às 11:35,Guilherme Andrade Meyer,07:55,11:35
6354,6774,FOF155,PROTESE TOTAL,010500,6,QUA,16:40 às 18:30,Viviane Maia Barreto de Oliveira,16:40,18:30
6355,6775,FOF155,PROTESE TOTAL,010500,6,QUA,16:40 às 18:30,Samilly Evangelista Souza Rabelo,16:40,18:30
6356,6776,FOF155,PROTESE TOTAL,010500,6,QUA,16:40 às 18:30,Emilena Maria Xisto Lima Victal,16:40,18:30
6357,6777,FOF155,PROTESE TOTAL,010500,6,QUA,16:40 às 18:30,Anderson Pinheiro de Freitas,16:40,18:30
6358,6778,FOF155,PROTESE TOTAL,010500,6,QUA,16:40 às 18:30,Guilherme Andrade Meyer,16:40,18:30
6359,6779,FOF155,PROTESE TOTAL,010500,6,QUA,16:40 às 18:30,Andrea Fabiana de Lira,16:40,18:30
6360,6780,FOF155,PROTESE TOTAL,010600,6,QUA,13:00 às 16:40,Viviane Maia Barreto de Oliveira,13:00,16:40
6361,6782,FOF155,PROTESE TOTAL,010600,6,QUA,16:40 às 18:30,Samilly Evangelista Souza Rabelo,16:40,18:30
6362,6783,FOF155,PROTESE TOTAL,010600,6,QUA,16:40 às 18:30,Emilena Maria Xisto Lima Victal,16:40,18:30
6363,6784,FOF155,PROTESE TOTAL,010600,6,QUA,16:40 às 18:30,Anderson Pinheiro de Freitas,16:40,18:30
6364,6785,FOF155,PROTESE TOTAL,010600,6,QUA,16:40 às 18:30,Guilherme Andrade Meyer,16:40,18:30
6365,6786,FOF155,PROTESE TOTAL,010600,6,QUA,16:40 às 18:30,Andrea Fabiana de Lira,16:40,18:30
6366,6787,FOF155,PROTESE TOTAL,010700,6,QUA,13:00 às 16:40,Anderson Pinheiro de Freitas,13:00,16:40
6367,6788,FOF155,PROTESE TOTAL,010700,6,QUA,16:40 às 18:30,Viviane Maia Barreto de Oliveira,16:40,18:30
6368,6789,FOF155,PROTESE TOTAL,010700,6,QUA,16:40 às 18:30,Samilly Evangelista Souza Rabelo,16:40,18:30
6369,6790,FOF155,PROTESE TOTAL,010700,6,QUA,16:40 às 18:30,Emilena Maria Xisto Lima Victal,16:40,18:30
6370,6791,FOF155,PROTESE TOTAL,010700,6,QUA,16:40 às 18:30,Anderson Pinheiro de Freitas,16:40,18:30
6371,6792,FOF155,PROTESE TOTAL,010700,6,QUA,16:40 às 18:30,Guilherme Andrade Meyer,16:40,18:30
6372,6793,FOF155,PROTESE TOTAL,010700,6,QUA,16:40 às 18:30,Andrea Fabiana de Lira,16:40,18:30
6373,6794,FOF155,PROTESE TOTAL,010800,6,QUA,13:00 às 16:40,Andrea Fabiana de Lira,13:00,16:40
6374,6795,FOF155,PROTESE TOTAL,010800,6,QUA,16:40 às 18:30,Viviane Maia Barreto de Oliveira,16:40,18:30
6375,6796,FOF155,PROTESE TOTAL,010800,6,QUA,16:40 às 18:30,Samilly Evangelista Souza Rabelo,16:40,18:30
6376,6797,FOF155,PROTESE TOTAL,010800,6,QUA,16:40 às 18:30,Emilena Maria Xisto Lima Victal,16:40,18:30
6377,6798,FOF155,PROTESE TOTAL,010800,6,QUA,16:40 às 18:30,Anderson Pinheiro de Freitas,16:40,18:30
6378,6799,FOF155,PROTESE TOTAL,010800,6,QUA,16:40 às 18:30,Guilherme Andrade Meyer,16:40,18:30
6379,6800,FOF155,PROTESE TOTAL,010800,6,QUA,16:40 às 18:30,Andrea Fabiana de Lira,16:40,18:30
6380,6801,FOF155,PROTESE TOTAL,010900,6,QUA,13:00 às 16:40,Emilena Maria Xisto Lima Victal,13:00,16:40
6381,6802,FOF155,PROTESE TOTAL,010900,6,QUA,16:40 às 18:30,Viviane Maia Barreto de Oliveira,16:40,18:30
6382,6803,FOF155,PROTESE TOTAL,010900,6,QUA,16:40 às 18:30,Samilly Evangelista Souza Rabelo,16:40,18:30
6383,6804,FOF155,PROTESE TOTAL,010900,6,QUA,16:40 às 18:30,Emilena Maria Xisto Lima Victal,16:40,18:30
6384,6805,FOF155,PROTESE TOTAL,010900,6,QUA,16:40 às 18:30,Anderson Pinheiro de Freitas,16:40,18:30
6385,6806,FOF155,PROTESE TOTAL,010900,6,QUA,16:40 às 18:30,Guilherme Andrade Meyer,16:40,18:30
6386,6807,FOF155,PROTESE TOTAL,010900,6,QUA,16:40 às 18:30,Andrea Fabiana de Lira,16:40,18:30
6387,6808,FOF160,OCLUSAO,010100,10,QUI,07:00 às 08:50,Marcio Vieira Lisboa,07:00,08:50
6388,6810,FOF160,OCLUSAO,010200,10,QUI,07:00 às 08:50,Marcio Vieira Lisboa,07:00,08:50
6389,6811,FOF160,OCLUSAO,010200,10,QUI,08:50 às 12:30,Guilherme Andrade Meyer,08:50,12:30
6390,6812,FOF160,OCLUSAO,010300,10,QUI,07:00 às 08:50,Marcio Vieira Lisboa,07:00,08:50
6391,6813,FOF160,OCLUSAO,010300,10,QUI,08:50 às 12:30,Armando Prado Oliveira,08:50,12:30
6392,6814,FOF160,OCLUSAO,010400,10,QUI,07:00 às 08:50,Marcio Vieira Lisboa,07:00,08:50
6393,6815,FOF160,OCLUSAO,010400,10,QUI,14:50 às 18:30,Marcio Vieira Lisboa,14:50,18:30
6394,6816,FOF160,OCLUSAO,010500,10,QUI,07:00 às 08:50,Marcio Vieira Lisboa,07:00,08:50
6395,6817,FOF160,OCLUSAO,010500,10,QUI,14:50 às 18:30,Getulio Batista de Oliveira,14:50,18:30
6396,6818,FOF160,OCLUSAO,010600,10,QUI,07:00 às 08:50,Marcio Vieira Lisboa,07:00,08:50
6397,6819,FOF160,OCLUSAO,010600,10,QUI,14:50 às 18:30,Guilherme Andrade Meyer,14:50,18:30
6398,6820,FOF161,RADIOLOGIA CLINICA,010100,10,QUA,07:55 às 11:35,Regina Lucia Seixas Pinto,07:55,11:35
6399,6822,FOF161,RADIOLOGIA CLINICA,010200,10,QUA,11:35 às 12:30,Regina Lucia Seixas Pinto,11:35,12:30
6400,6823,FOF161,RADIOLOGIA CLINICA,010200,10,QUA,13:00 às 16:40,Patricia Miranda Leite Ribeiro,13:00,16:40
6401,6824,FOF161,RADIOLOGIA CLINICA,010300,10,QUA,11:35 às 12:30,Regina Lucia Seixas Pinto,11:35,12:30
6402,6825,FOF161,RADIOLOGIA CLINICA,010300,10,QUA,13:00 às 16:40,Viviane Almeida Sarmento,13:00,16:40
6403,6826,FOF161,RADIOLOGIA CLINICA,010400,10,QUA,11:35 às 12:30,Regina Lucia Seixas Pinto,11:35,12:30
6404,6827,FOF161,RADIOLOGIA CLINICA,010400,10,QUI,13:00 às 16:40,Regina Lucia Seixas Pinto,13:00,16:40
6405,6828,FOF162,ENDODONTIA CLINICA,010100,5,TER,13:00 às 16:40,Erika Sales Joviano Pereira,13:00,16:40
6406,6829,FOF162,ENDODONTIA CLINICA,010100,5,QUI,13:00 às 13:55,Fabiola Bastos de Carvalho,13:00,13:55
6407,6830,FOF162,ENDODONTIA CLINICA,010100,5,QUI,13:00 às 13:55,Erika Sales Joviano Pereira,13:00,13:55
6408,6831,FOF162,ENDODONTIA CLINICA,010100,5,QUI,13:00 às 13:55,Maria Tereza Pedrosa de Albuquerque,13:00,13:55
6409,6832,FOF162,ENDODONTIA CLINICA,010100,5,QUI,13:00 às 13:55,Erica dos Santos Carvalho,13:00,13:55
6410,6833,FOF162,ENDODONTIA CLINICA,010200,5,TER,13:00 às 16:40,Maria Tereza Pedrosa de Albuquerque,13:00,16:40
6411,6834,FOF162,ENDODONTIA CLINICA,010200,5,QUI,13:00 às 13:55,Fabiola Bastos de Carvalho,13:00,13:55
6412,6835,FOF162,ENDODONTIA CLINICA,010200,5,QUI,13:00 às 13:55,Erika Sales Joviano Pereira,13:00,13:55
6413,6836,FOF162,ENDODONTIA CLINICA,010200,5,QUI,13:00 às 13:55,Maria Tereza Pedrosa de Albuquerque,13:00,13:55
6414,6837,FOF162,ENDODONTIA CLINICA,010200,5,QUI,13:00 às 13:55,Erica dos Santos Carvalho,13:00,13:55
6415,6838,FOF162,ENDODONTIA CLINICA,010300,5,TER,13:00 às 16:40,Erica dos Santos Carvalho,13:00,16:40
6416,6839,FOF162,ENDODONTIA CLINICA,010300,5,QUI,13:00 às 13:55,Fabiola Bastos de Carvalho,13:00,13:55
