Codigo,Disciplina,Turma,Vagas Ofe,Dia,Horario,Docente
FOFA01,LASER EM ODONTOLOGIA,010200,6,QUA,07:55 às 11:35,Fabiola Bastos de Carvalho
FOFA01,LASER EM ODONTOLOGIA,010300,6,SEG,13:00 às 13:55,Antonio Luiz Barbosa Pinheiro
FOFA01,LASER EM ODONTOLOGIA,010300,6,SEX,07:55 às 11:35,Antonio Luiz Barbosa Pinheiro
FOFA51,TRABALHO DE CONCLUSÃO DE CURSO I,000100,10,QUA,07:00 às 07:55,Sandra Maria Ferraz Mello
FOFA51,TRABALHO DE CONCLUSÃO DE CURSO I,000200,10,QUA,07:00 às 07:55,Luis Cardoso Rasquin
FOFA51,TRABALHO DE CONCLUSÃO DE CURSO I,000300,10,QUA,07:00 às 07:55,Erika Sales Joviano Pereira
FOFA51,TRABALHO DE CONCLUSÃO DE CURSO I,000400,10,QUA,07:55 às 08:50,Sandra Maria Ferraz Mello
FOFA51,TRABALHO DE CONCLUSÃO DE CURSO I,000500,10,QUA,07:55 às 08:50,Luis Cardoso Rasquin
FOFA51,TRABALHO DE CONCLUSÃO DE CURSO I,000600,10,CMB,00:00 às 23:00,Erika Sales Joviano Pereira
FOFA52,TRABALHO DE CONCLUSÃO DE CURSO II,010000,10,SEG,18:30 às 20:20,Viviane Maia Barreto de Oliveira
FOFA52,TRABALHO DE CONCLUSÃO DE CURSO II,020000,10,SEG,18:30 às 20:20,Marcelo de Castellucci e Barbosa
FOFA52,TRABALHO DE CONCLUSÃO DE CURSO II,030000,10,SEG,18:30 às 20:20,Jean Nunes dos Santos
FOFC44,"ACCS:MEMÓRIA, HISTÓRIA E PATRIMÔNIO DA SAÚDE BUCAL NO BRASIL",010100,12,QUA,13:00 às 14:50,Ana Clara de Reboucas Carvalho
FOFC44,"ACCS:MEMÓRIA, HISTÓRIA E PATRIMÔNIO DA SAÚDE BUCAL NO BRASIL",010100,12,QUA,14:50 às 16:40,Ana Clara de Reboucas Carvalho
FOFC48,ODONTOLOGIA HOSPITALAR,010100,5,TER,07:55 às 11:35,Patricia Miranda Leite Ribeiro
FOFC48,ODONTOLOGIA HOSPITALAR,010100,5,SEX,07:00 às 07:55,Viviane Almeida Sarmento
FOFC48,ODONTOLOGIA HOSPITALAR,010200,5,SEX,07:00 às 07:55,Viviane Almeida Sarmento
FOFC48,ODONTOLOGIA HOSPITALAR,010200,5,SEX,07:55 às 11:35,Viviane Almeida Sarmento
HACA50,RACIONALIDADES EM SAÚDE:SISTEMAS MÉDICOS E PRÁT.ALTERNATIVAS,010000,2,SEG,18:30 às 22:10,Anamelia Lins e Silva Franco
ICS009,ANATOMIA DA CABECA E DO PESCOCO,010100,20,SEG,08:50 às 12:30,Marcelle Alvarez Rossi
ICS009,ANATOMIA DA CABECA E DO PESCOCO,010100,20,SEX,07:00 às 08:50,Marcelle Alvarez Rossi
ICS009,ANATOMIA DA CABECA E DO PESCOCO,010200,40,SEX,07:00 às 08:50,Marcelle Alvarez Rossi
ICS009,ANATOMIA DA CABECA E DO PESCOCO,010200,40,SEX,08:50 às 10:40,Marcelle Alvarez Rossi
ICS009,ANATOMIA DA CABECA E DO PESCOCO,010200,40,SEX,10:40 às 12:30,Marcelle Alvarez Rossi
ICS031,MICROBIOLOGIA III,010100,10,SEG,07:00 às 07:55,Monica Pereira Franca
ICS031,MICROBIOLOGIA III,010100,10,QUA,07:00 às 07:55,Monica Pereira Franca
ICS031,MICROBIOLOGIA III,010100,10,QUA,07:55 às 09:45,Monica Pereira Franca
ICS031,MICROBIOLOGIA III,010200,10,SEG,07:00 às 07:55,Gustavo Miranda Pires Santos
ICS031,MICROBIOLOGIA III,010200,10,QUA,07:00 às 07:55,Gustavo Miranda Pires Santos
ICS031,MICROBIOLOGIA III,010200,10,QUA,07:55 às 09:45,Monica Pereira Franca
ICS031,MICROBIOLOGIA III,010300,10,SEG,08:50 às 09:45,Monica Pereira Franca
ICS031,MICROBIOLOGIA III,010300,10,QUA,07:55 às 09:45,Monica Pereira Franca
ICS031,MICROBIOLOGIA III,010300,10,QUA,09:45 às 10:40,Monica Pereira Franca
ICS031,MICROBIOLOGIA III,010400,10,SEG,08:50 às 09:45,Gustavo Miranda Pires Santos
ICS031,MICROBIOLOGIA III,010400,10,QUA,07:55 às 09:45,Monica Pereira Franca
ICS031,MICROBIOLOGIA III,010400,10,QUA,09:45 às 10:40,Gustavo Miranda Pires Santos
ICS031,MICROBIOLOGIA III,010500,10,SEG,09:45 às 10:40,Monica Pereira Franca
ICS031,MICROBIOLOGIA III,010500,10,QUA,07:55 às 09:45,Monica Pereira Franca
ICS031,MICROBIOLOGIA III,010500,10,QUA,10:40 às 11:35,Monica Pereira Franca
ICS031,MICROBIOLOGIA III,010600,10,SEG,09:45 às 10:40,Gustavo Miranda Pires Santos
ICS031,MICROBIOLOGIA III,010600,10,QUA,07:55 às 09:45,Monica Pereira Franca
ICS031,MICROBIOLOGIA III,010600,10,QUA,10:40 às 11:35,Gustavo Miranda Pires Santos
ICS033,FARMACOLOGIA IV,010100,12,SEG,13:00 às 13:55,Tatiane de Oliveira Teixeira Muniz Carle
ICS033,FARMACOLOGIA IV,010100,12,SEG,13:55 às 17:35,Neuza Maria Gusmao Souza Ramos
ICS033,FARMACOLOGIA IV,010100,12,SEG,13:55 às 17:35,Tatiane de Oliveira Teixeira Muniz Carle
ICS033,FARMACOLOGIA IV,010200,12,SEG,13:00 às 13:55,Tatiane de Oliveira Teixeira Muniz Carle
ICS033,FARMACOLOGIA IV,010200,12,TER,13:00 às 14:50,Neuza Maria Gusmao Souza Ramos
ICS033,FARMACOLOGIA IV,010200,12,TER,14:50 às 16:40,Neuza Maria Gusmao Souza Ramos
ICS033,FARMACOLOGIA IV,010200,12,TER,14:50 às 16:40,Tatiane de Oliveira Teixeira Muniz Carle
ICS033,FARMACOLOGIA IV,010300,12,SEG,13:00 às 13:55,Tatiane de Oliveira Teixeira Muniz Carle
ICS033,FARMACOLOGIA IV,010300,12,QUA,13:00 às 14:50,Neuza Maria Gusmao Souza Ramos
ICS033,FARMACOLOGIA IV,010300,12,QUA,14:50 às 16:40,Neuza Maria Gusmao Souza Ramos
ICS033,FARMACOLOGIA IV,010300,12,QUA,14:50 às 16:40,Tatiane de Oliveira Teixeira Muniz Carle
ICS033,FARMACOLOGIA IV,010400,12,SEG,13:00 às 13:55,Tatiane de Oliveira Teixeira Muniz Carle
ICS033,FARMACOLOGIA IV,010400,12,QUI,13:00 às 16:40,Neuza Maria Gusmao Souza Ramos
ICS033,FARMACOLOGIA IV,010400,12,QUI,13:00 às 16:40,Tatiane de Oliveira Teixeira Muniz Carle
ICS040,FISIOLOGIA III-A,010100,13,SEG,13:00 às 14:50,Luciana Lyra Casais e Silva
ICS040,FISIOLOGIA III-A,010100,13,QUA,13:00 às 14:50,Luciana Lyra Casais e Silva
ICS040,FISIOLOGIA III-A,010100,13,QUA,13:00 às 14:50,Tania Tavares Rodriguez
ICS040,FISIOLOGIA III-A,010100,13,QUA,14:50 às 16:40,Luciana Lyra Casais e Silva
ICS040,FISIOLOGIA III-A,010200,13,SEG,13:00 às 14:50,Suzana Braga de Souza
ICS040,FISIOLOGIA III-A,010200,13,QUA,13:00 às 14:50,Luciana Lyra Casais e Silva
ICS040,FISIOLOGIA III-A,010200,13,QUA,13:00 às 14:50,Tania Tavares Rodriguez
ICS040,FISIOLOGIA III-A,010200,13,QUA,14:50 às 16:40,Suzana Braga de Souza
ICS040,FISIOLOGIA III-A,010300,13,SEG,13:00 às 14:50,Neilton Antunes de Amorim
ICS040,FISIOLOGIA III-A,010300,13,QUA,13:00 às 14:50,Luciana Lyra Casais e Silva
ICS040,FISIOLOGIA III-A,010300,13,QUA,13:00 às 14:50,Tania Tavares Rodriguez
ICS040,FISIOLOGIA III-A,010300,13,QUA,14:50 às 16:40,Neilton Antunes de Amorim
ICS040,FISIOLOGIA III-A,010400,13,SEG,13:00 às 14:50,Paula Cristina Alves Araujo
ICS040,FISIOLOGIA III-A,010400,13,QUA,13:00 às 14:50,Luciana Lyra Casais e Silva
ICS040,FISIOLOGIA III-A,010400,13,QUA,13:00 às 14:50,Tania Tavares Rodriguez
ICS040,FISIOLOGIA III-A,010400,13,QUA,14:50 às 16:40,Paula Cristina Alves Araujo
ICS045,IMUNOLOGIA I,020200,40,TER,13:00 às 13:55,Robert Eduard Schaer
ICS045,IMUNOLOGIA I,020200,40,TER,13:00 às 13:55,Silvana Beutinger Marchioro
ICS045,IMUNOLOGIA I,020200,40,TER,13:55 às 14:50,Silvana Beutinger Marchioro
ICS045,IMUNOLOGIA I,020200,40,QUI,13:00 às 13:55,Robert Eduard Schaer
ICS045,IMUNOLOGIA I,020200,40,QUI,13:55 às 14:50,Silvana Beutinger Marchioro
ICS045,IMUNOLOGIA I,020300,40,TER,13:00 às 13:55,Robert Eduard Schaer
ICS045,IMUNOLOGIA I,020300,40,TER,13:00 às 13:55,Silvana Beutinger Marchioro
ICS045,IMUNOLOGIA I,020300,40,TER,13:55 às 14:50,Robert Eduard Schaer
ICS045,IMUNOLOGIA I,020300,40,QUI,13:00 às 13:55,Robert Eduard Schaer
ICS045,IMUNOLOGIA I,020300,40,QUI,13:55 às 14:50,Robert Eduard Schaer
ICS046,PARASITOLOGIA HUMANA I-A,010100,10,QUA,16:40 às 17:35,Carina da Silva Pinheiro
ICS046,PARASITOLOGIA HUMANA I-A,010100,10,SEX,13:00 às 14:50,Carina da Silva Pinheiro
ICS046,PARASITOLOGIA HUMANA I-A,010100,10,SEX,14:50 às 15:45,Daniela Luz Ambrosio Breisch
ICS046,PARASITOLOGIA HUMANA I-A,010200,10,QUA,16:40 às 17:35,Carina da Silva Pinheiro
ICS046,PARASITOLOGIA HUMANA I-A,010200,10,SEX,13:00 às 14:50,Daniela Luz Ambrosio Breisch
ICS046,PARASITOLOGIA HUMANA I-A,010200,10,SEX,14:50 às 15:45,Daniela Luz Ambrosio Breisch
ICS046,PARASITOLOGIA HUMANA I-A,010300,10,QUA,16:40 às 17:35,Carina da Silva Pinheiro
ICS046,PARASITOLOGIA HUMANA I-A,010300,10,SEX,13:00 às 14:50,Heloisa Cristina da Silva
ICS046,PARASITOLOGIA HUMANA I-A,010300,10,SEX,14:50 às 15:45,Daniela Luz Ambrosio Breisch
ICS046,PARASITOLOGIA HUMANA I-A,010400,10,QUA,16:40 às 17:35,Carina da Silva Pinheiro
ICS046,PARASITOLOGIA HUMANA I-A,010400,10,SEX,13:00 às 14:50,Adriano Figueiredo Monte Alegre
ICS046,PARASITOLOGIA HUMANA I-A,010400,10,SEX,14:50 às 15:45,Daniela Luz Ambrosio Breisch
ICS046,PARASITOLOGIA HUMANA I-A,010500,10,QUA,16:40 às 17:35,Carina da Silva Pinheiro
ICS046,PARASITOLOGIA HUMANA I-A,010500,10,SEX,14:50 às 15:45,Daniela Luz Ambrosio Breisch
ICS046,PARASITOLOGIA HUMANA I-A,010500,10,SEX,15:45 às 17:35,Natalia Gomes de Morais Coneglian
ICS046,PARASITOLOGIA HUMANA I-A,010600,10,QUA,16:40 às 17:35,Carina da Silva Pinheiro
ICS046,PARASITOLOGIA HUMANA I-A,010600,10,SEX,14:50 às 15:45,Daniela Luz Ambrosio Breisch
ICS046,PARASITOLOGIA HUMANA I-A,010600,10,SEX,15:45 às 17:35,Carina da Silva Pinheiro
ISC001,INTRODUÇÃO À SAÚDE COLETIVA,080800,20,QUI,08:50 às 10:40,Jorge Alberto Bernstein Iriart
ISC001,INTRODUÇÃO À SAÚDE COLETIVA,080800,20,QUI,10:40 às 12:30,Jorge Alberto Bernstein Iriart
ISC001,INTRODUÇÃO À SAÚDE COLETIVA,090900,20,QUI,08:50 às 10:40,Monica de Oliveira Nunes De Torrente
ISC001,INTRODUÇÃO À SAÚDE COLETIVA,090900,20,QUI,10:40 às 12:30,Monica de Oliveira Nunes De Torrente
ISC001,INTRODUÇÃO À SAÚDE COLETIVA,101000,20,QUI,08:50 às 10:40,Litza Andrade Cunha
ISC001,INTRODUÇÃO À SAÚDE COLETIVA,101000,20,QUI,10:40 às 12:30,Litza Andrade Cunha
MED146,ODONTOLOGIA LEGAL,010000,30,TER,09:45 às 12:30,Daysi Maria de Alcantara Jones
MED146,ODONTOLOGIA LEGAL,020000,30,TER,09:45 às 12:30,Raul Coelho Barreto Filho
BIO006,FUNDAMENTOS ZOOLOGIA,010100,18,QUA,08:50 às 10:40,Romulo Barroso Baptista
BIO006,FUNDAMENTOS ZOOLOGIA,010100,18,QUA,08:50 às 10:40,Wagner Ferreira Magalhaes
BIO006,FUNDAMENTOS ZOOLOGIA,010100,18,QUA,10:40 às 12:30,Romulo Barroso Baptista
BIO006,FUNDAMENTOS ZOOLOGIA,010100,18,QUA,10:40 às 12:30,Wagner Ferreira Magalhaes
BIO111,BOTANICA VII,010100,15,SEG,13:00 às 14:50,Cid Jose Passos Bastos
BIO111,BOTANICA VII,010100,15,SEG,14:50 às 16:40,Cid Jose Passos Bastos
BIO130,ECOLOGIA GERAL,010100,18,SEX,07:00 às 07:55,Gabriel Barros Goncalves de Souza
BIO130,ECOLOGIA GERAL,010100,18,SEX,07:55 às 11:35,Gabriel Barros Goncalves de Souza
EDC267,EDUCACAO AMBIENTAL,020200,8,QUA,07:00 às 09:45,Rosileia Oliveira de Almeida
EDC267,EDUCACAO AMBIENTAL,020200,8,CMB,00:00 às 00:00,Rosileia Oliveira de Almeida
EDC269,ESTAGIO E SEMINARIO CIENCIAS,000101,15,TER,13:00 às 16:40,Izaura Santiago da Cruz
EDC269,ESTAGIO E SEMINARIO CIENCIAS,000101,15,CMB,00:00 às 00:00,Izaura Santiago da Cruz
EDC287,EDUCAÇÃO E TECNOLOGIAS CONTEMPORÂNEAS,020200,3,TER,13:55 às 15:45,Maria Helena Silveira Bonilla
EDC287,EDUCAÇÃO E TECNOLOGIAS CONTEMPORÂNEAS,020200,3,TER,15:45 às 17:35,Maria Helena Silveira Bonilla
EDCD51,EDUCAÇÃO E SAÚDE,020000,20,QUA,08:50 às 12:30,Claudia Miranda Souza
EDCJ81,ENSINO DE CIÊNCIAS NATURAIS,010100,25,QUA,13:00 às 14:50,Izaura Santiago da Cruz
EDCJ81,ENSINO DE CIÊNCIAS NATURAIS,010100,25,QUA,14:50 às 18:30,Izaura Santiago da Cruz
FIS134,FISICA PARA LICENCIATURA EM CIENCIAS I,010100,15,TER,13:00 às 14:50,Jorge Mario Carvalho Malbouisson
FIS134,FISICA PARA LICENCIATURA EM CIENCIAS I,010100,15,TER,14:50 às 16:40,Jorge Mario Carvalho Malbouisson
FIS134,FISICA PARA LICENCIATURA EM CIENCIAS I,010100,15,QUI,13:00 às 14:50,Jorge Mario Carvalho Malbouisson
FIS134,FISICA PARA LICENCIATURA EM CIENCIAS I,010100,15,QUI,14:50 às 16:40,Jorge Mario Carvalho Malbouisson
GEO023,GEOCIENCIAS,010100,15,TER,13:00 às 14:50,Gisele Mara Hadlich
GEO023,GEOCIENCIAS,010100,15,TER,14:50 às 17:35,Gisele Mara Hadlich
ICS004,BIOQUÍMICA BÁSICA,010100,12,SEX,13:00 às 15:45,Juliana Sacramento Mota de Souza
ICS004,BIOQUÍMICA BÁSICA,010100,12,SEX,15:45 às 17:35,Juliana Sacramento Mota de Souza
LETF01,LÍNGUA PORTUGUESA - LEITURA E PRODUÇÃO DE TEXTO PARA FINS ES,000400,30,SEG,14:50 às 16:40,Docente não informado pelo Departamento
LETF01,LÍNGUA PORTUGUESA - LEITURA E PRODUÇÃO DE TEXTO PARA FINS ES,000400,30,QUA,14:50 às 16:40,Docente não informado pelo Departamento
MAT015,COMPLEMENTOS DE MATEMATICA I,010100,15,SEG,08:50 às 10:40,Juan Andres Gonzalez Marin
MAT015,COMPLEMENTOS DE MATEMATICA I,010100,15,QUA,08:50 às 10:40,Juan Andres Gonzalez Marin
MAT015,COMPLEMENTOS DE MATEMATICA I,010100,15,SEX,08:50 às 10:40,Juan Andres Gonzalez Marin
MAT022,ESTATÍSTICA I - C,010100,18,SEG,07:00 às 08:50,Tatiana Felix da Matta
MAT022,ESTATÍSTICA I - C,010100,18,QUA,07:00 às 08:50,Tatiana Felix da Matta
MAT115,INTRODUCAO AO PROCESSAMENTO DE DADOS,010100,10,TER,18:30 às 20:20,Paul Denis Etienne Regnier
MAT115,INTRODUCAO AO PROCESSAMENTO DE DADOS,010100,10,QUI,18:30 às 20:20,Paul Denis Etienne Regnier
QUI148,QUÍMICA ORGÂNICA NAS CIÊNCIAS NATURAIS,010100,15,QUA,13:00 às 14:50,Jose Roque Mota Carvalho
QUI148,QUÍMICA ORGÂNICA NAS CIÊNCIAS NATURAIS,010100,15,QUA,14:50 às 16:40,Jose Roque Mota Carvalho
QUI148,QUÍMICA ORGÂNICA NAS CIÊNCIAS NATURAIS,010100,15,SEX,13:00 às 14:50,Jose Roque Mota Carvalho
ADMJ86,ACCS: POLÍTICAS PÚBLICAS DE CUIDADOS PARA AS DIVERSIDADES,010100,2,QUA,18:30 às 21:15,Edgilson Tavares de Araujo
ADMJ86,ACCS: POLÍTICAS PÚBLICAS DE CUIDADOS PARA AS DIVERSIDADES,010100,2,QUA,21:15 às 22:10,Edgilson Tavares de Araujo
BIO159,BASES BIOLOGICAS DO DESENVOLVIMENTO HUMANO,010100,2,TER,07:00 às 09:45,Claudia Dias de Santana
BIO159,BASES BIOLOGICAS DO DESENVOLVIMENTO HUMANO,010100,2,QUI,07:00 às 08:50,Claudia Dias de Santana
BIO165,GENÉTICA HUMANA APLICADA À FONOAUDIOLOGIA,010100,13,TER,13:00 às 13:55,Acacia Fernandes Lacerda de Carvalho
BIO165,GENÉTICA HUMANA APLICADA À FONOAUDIOLOGIA,010100,13,TER,13:55 às 15:45,Acacia Fernandes Lacerda de Carvalho
EDCB89,EDUCAÇÃO DE PESSOAS COM NECESSIDADES EDUCATIVAS ESPECIAIS,010100,5,SEG,08:50 às 10:40,Sheila de Quadros Uzeda
EDCB89,EDUCAÇÃO DE PESSOAS COM NECESSIDADES EDUCATIVAS ESPECIAIS,010100,5,SEG,10:40 às 12:30,Sheila de Quadros Uzeda
FCH006,INTRODUÇÃO SOCIOLOGIA I,020000,6,SEG,13:00 às 15:45,Taina Reis de Souza
FOF025,ORTODONTIA APLICADA À FONOAUDIOLOGIA,010100,8,QUA,13:00 às 14:50,Marcos Alan Vieira Bittencourt
FOF025,ORTODONTIA APLICADA À FONOAUDIOLOGIA,010100,8,QUA,14:50 às 16:40,Marcos Alan Vieira Bittencourt
FOF025,ORTODONTIA APLICADA À FONOAUDIOLOGIA,020200,8,QUA,13:00 às 14:50,Andre Wilson Lima Machado
FOF025,ORTODONTIA APLICADA À FONOAUDIOLOGIA,020200,8,QUA,14:50 às 16:40,Andre Wilson Lima Machado
FOF025,ORTODONTIA APLICADA À FONOAUDIOLOGIA,030300,8,QUA,13:00 às 14:50,Marcelo de Castellucci e Barbosa
FOF025,ORTODONTIA APLICADA À FONOAUDIOLOGIA,030300,8,QUA,14:50 às 16:40,Marcelo de Castellucci e Barbosa
FOF025,ORTODONTIA APLICADA À FONOAUDIOLOGIA,040400,8,QUA,13:00 às 14:50,Emanuel Braga Rego
FOF025,ORTODONTIA APLICADA À FONOAUDIOLOGIA,040400,8,QUA,14:50 às 16:40,Emanuel Braga Rego
HACE83,ACCS: DEFICIÊNCIA E EMANCIPAÇÃO: EXPERIÊNCIAS E PARTICIPAÇÃO,010100,1,QUA,13:00 às 13:55,Adriana Miranda Pimentel
HACE83,ACCS: DEFICIÊNCIA E EMANCIPAÇÃO: EXPERIÊNCIAS E PARTICIPAÇÃO,010100,1,QUA,13:55 às 16:40,Adriana Miranda Pimentel
ICS007,ANATOMIA I,040800,3,QUI,13:00 às 14:50,Laise Monteiro Campos Moraes
ICS007,ANATOMIA I,040800,3,QUI,14:50 às 16:40,Laise Monteiro Campos Moraes
ICS073,FUNDAMENTOS DE FONOAUDIOLOGIA,010000,5,QUA,13:00 às 14:50,Leda Maria Fonseca Bazzo
ICS076,BIOFISICA V - APLICADA A FONOAUDIOLOGIA,010100,15,SEG,13:00 às 14:50,Marcia Barbosa da Silva
ICS076,BIOFISICA V - APLICADA A FONOAUDIOLOGIA,010100,15,QUA,13:00 às 14:50,Marcia Barbosa da Silva
ICS076,BIOFISICA V - APLICADA A FONOAUDIOLOGIA,010200,15,SEG,14:50 às 16:40,Marcia Barbosa da Silva
ICS076,BIOFISICA V - APLICADA A FONOAUDIOLOGIA,010200,15,QUA,13:00 às 14:50,Marcia Barbosa da Silva
ICS085,SURDEZ E LINGUAGEM,010100,10,TER,13:00 às 15:45,Desiree de Vit Begrow
ICS085,SURDEZ E LINGUAGEM,010100,10,TER,15:45 às 16:40,Desiree de Vit Begrow
ICS085,SURDEZ E LINGUAGEM,010200,10,TER,13:00 às 15:45,Desiree de Vit Begrow
ICS085,SURDEZ E LINGUAGEM,010200,10,QUI,13:00 às 13:55,Desiree de Vit Begrow
ICS087,FONOAUDIOLOGIA EDUCACIONAL,010100,8,QUA,13:00 às 14:50,Ana Carolina Prisco
ICS087,FONOAUDIOLOGIA EDUCACIONAL,010100,8,QUA,14:50 às 15:45,Ana Carolina Prisco
ICS087,FONOAUDIOLOGIA EDUCACIONAL,010200,8,QUA,13:00 às 14:50,Ana Carolina Prisco
ICS087,FONOAUDIOLOGIA EDUCACIONAL,010200,8,QUA,15:45 às 16:40,Ana Carolina Prisco
ICS087,FONOAUDIOLOGIA EDUCACIONAL,010300,8,QUA,13:00 às 14:50,Ana Carolina Prisco
ICS087,FONOAUDIOLOGIA EDUCACIONAL,010300,8,QUA,16:40 às 17:35,Ana Carolina Prisco
ICS098,ETICA PROFISSIONAL,010000,20,TER,16:40 às 18:30,Leda Maria Fonseca Bazzo
ICS105,FARMACOLOGIA APLICADA À FONOAUDIOLOGIA,010000,30,QUI,13:00 às 14:50,Quiara Lovatti Alves
ICSA95,ANATOMIA APLICADA À FONOAUDIOLOGIA,010100,16,TER,13:00 às 14:50,Samuel Barbosa Camargo
ICSA95,ANATOMIA APLICADA À FONOAUDIOLOGIA,010100,16,TER,14:50 às 16:40,Juciele Valeria Ribeiro de Oliveira
ICSA95,ANATOMIA APLICADA À FONOAUDIOLOGIA,010200,16,TER,13:00 às 14:50,Samuel Barbosa Camargo
ICSA95,ANATOMIA APLICADA À FONOAUDIOLOGIA,010200,16,TER,14:50 às 16:40,Samuel Barbosa Camargo
ICSA96,HISTOLOGIA E EMBRIOLOGIA APLICADA À FONOAUDIOLOGIA,010100,15,SEG,13:00 às 14:50,Marcio Cajazeira Aguiar
ICSA96,HISTOLOGIA E EMBRIOLOGIA APLICADA À FONOAUDIOLOGIA,010100,15,SEG,16:40 às 18:30,Marcio Cajazeira Aguiar
ICSA96,HISTOLOGIA E EMBRIOLOGIA APLICADA À FONOAUDIOLOGIA,010200,15,SEG,14:50 às 16:40,Marcio Cajazeira Aguiar
ICSA96,HISTOLOGIA E EMBRIOLOGIA APLICADA À FONOAUDIOLOGIA,010200,15,SEG,16:40 às 18:30,Marcio Cajazeira Aguiar
ICSA99,FISIOLOGIA HUMANA BÁSICA,010100,18,QUA,14:50 às 16:40,Samira Itana de Souza
ICSA99,FISIOLOGIA HUMANA BÁSICA,010100,18,QUA,16:40 às 18:30,Suzana Braga de Souza
ICSA99,FISIOLOGIA HUMANA BÁSICA,010200,18,QUA,14:50 às 16:40,Samira Itana de Souza
ICSA99,FISIOLOGIA HUMANA BÁSICA,010200,18,QUA,16:40 às 18:30,Neilton Antunes de Amorim
ICSB01,AUDIÇÃO E SAÚDE,010000,37,SEX,13:00 às 14:50,Docente Substituto a Contratar
ICSB02,PROCESSOS DE AQUISIÇÃO E DESENV. DA COMUNICAÇÃO HUMANA,010100,28,SEX,14:50 às 16:40,Marcus Vinicius Borges Oliveira
ICSB02,PROCESSOS DE AQUISIÇÃO E DESENV. DA COMUNICAÇÃO HUMANA,010100,28,SEX,16:40 às 17:35,Marcus Vinicius Borges Oliveira
ICSB03,FISIOLOGIA APLICADA À FONOAUDIOLOGIA,010100,25,QUI,14:50 às 16:40,Suzana Braga de Souza
ICSB03,FISIOLOGIA APLICADA À FONOAUDIOLOGIA,010100,25,QUI,16:40 às 18:30,Suzana Braga de Souza
ICSB08,SAÚDE VOCAL,010100,10,TER,08:50 às 10:40,Ingrid Sampaio Souza
ICSB08,SAÚDE VOCAL,010100,10,TER,10:40 às 11:35,Ingrid Sampaio Souza
ICSB08,SAÚDE VOCAL,020200,10,TER,08:50 às 10:40,Maria Francisca de Paula Soares
ICSB08,SAÚDE VOCAL,020200,10,TER,10:40 às 11:35,Maria Francisca de Paula Soares
ICSB08,SAÚDE VOCAL,030300,7,QUI,08:50 às 09:45,Ingrid Sampaio Souza
ICSB08,SAÚDE VOCAL,030300,7,QUI,09:45 às 11:35,Ingrid Sampaio Souza
ICSB09,METODOLOGIA CIENTÍFICA,010000,27,SEX,16:40 às 18:30,Docente Substituto a Contratar
ICSB10,LINGUAGEM E ALTERAÇÕES DA COMUNICAÇÃO ORAL,010100,15,SEG,13:00 às 14:50,Marcus Vinicius Borges Oliveira
ICSB10,LINGUAGEM E ALTERAÇÕES DA COMUNICAÇÃO ORAL,010100,15,TER,13:00 às 13:55,Melissa Catrini da Silva
ICSB10,LINGUAGEM E ALTERAÇÕES DA COMUNICAÇÃO ORAL,010200,15,SEG,13:00 às 14:50,Marcus Vinicius Borges Oliveira
ICSB10,LINGUAGEM E ALTERAÇÕES DA COMUNICAÇÃO ORAL,010200,15,TER,13:55 às 14:50,Melissa Catrini da Silva
ICSB11,LINGUAGEM E TRANSTORNOS DE FALA NA INFÂNCIA,010100,15,SEX,13:00 às 13:55,Docente Substituto a Contratar
ICSB11,LINGUAGEM E TRANSTORNOS DE FALA NA INFÂNCIA,010100,15,SEX,13:55 às 15:45,Docente Substituto a Contratar
ICSB11,LINGUAGEM E TRANSTORNOS DE FALA NA INFÂNCIA,010200,15,SEX,13:55 às 15:45,Docente Substituto a Contratar
ICSB11,LINGUAGEM E TRANSTORNOS DE FALA NA INFÂNCIA,010200,15,SEX,15:45 às 16:40,Docente Substituto a Contratar
ICSB12,LINGUAGEM ESCRITA,010100,30,QUI,14:50 às 16:40,Ana Carolina Prisco
ICSB12,LINGUAGEM ESCRITA,010100,30,QUI,16:40 às 17:35,Ana Carolina Prisco
ICSB15,LINGUAGEM E ENVELHECIMENTO,010000,25,TER,14:50 às 16:40,Melissa Catrini da Silva
ICSB16,FLUÊNCIA,010000,30,SEG,13:00 às 14:50,Celia Regina Thome
ICSB18,AUDIOLOGIA CLÍNICA,010100,10,QUI,09:45 às 11:35,Ana Paula Corona
ICSB18,AUDIOLOGIA CLÍNICA,010100,10,QUI,13:00 às 14:50,Ana Paula Corona
ICSB18,AUDIOLOGIA CLÍNICA,010400,10,QUI,13:00 às 14:50,Ana Paula Corona
ICSB18,AUDIOLOGIA CLÍNICA,010400,10,QUI,14:50 às 16:40,Marcia da Silva Lopes
ICSB18,AUDIOLOGIA CLÍNICA,020200,10,QUA,07:55 às 09:45,Ana Paula Corona
ICSB18,AUDIOLOGIA CLÍNICA,020200,10,QUA,09:45 às 11:35,Ana Paula Corona
ICSB18,AUDIOLOGIA CLÍNICA,020300,10,QUA,07:55 às 09:45,Ana Paula Corona
ICSB18,AUDIOLOGIA CLÍNICA,020300,10,QUI,13:00 às 14:50,Marcia da Silva Lopes
ICSB19,AUDIOLOGIA INFANTIL,010000,30,SEG,16:40 às 18:30,Docente Substituto a Contratar
ICSB20,AVALIAÇÃO OBJETIVA DA AUDIÇÃO,010000,30,QUA,14:50 às 16:40,Tatiane Costa Meira
